contextID,citationID,CONTENTS,LABELS
16681393,15575659,"traints were considered, lower-dimensional topologies (specifically BFTs) were shown to outperform the earlier higher-dimensional cousins in [37]. Subsequent network architectures (i.e. MIT J-Machine =-=[48]-=-, Cray T3D [12]) were built using these principles. We continue to use these ideas to build on-chip networks. Routing Algorithms Packet-switched networks were originally built using a store-forward st",UNK_UNK
21313596,20092512,"chordal graphs [8], chordal bipartite graphs [12], and strongly chordal graphs [12], so is the path-partition problem. On the other hand, the path-partition problem is polynomially solvable for trees =-=[11, 14]-=-, interval graphs [1, 3], cographs [4, 5], and block graphs [15, 16]. In this paper we present a linear-time algorithm for the path-partition problem in bipartite distance-hereditary graphs. For techn",UNK_UNK
72730981,73898108,"he phrase models. As a result, phrase models are often larger than word models. This problem is solved by the method of class modeling. A class model is smaller than a word model (Brown et al., 1992; =-=Kneser and Ney, 1993-=-; Mori et al., 1998). A vocabulary size of a phrase model can be decreased by clustering the words and phrases in the vocabulary using the algorithm in Figure 2. Figure 4 shows our procedure of combin",UNK_UNK
20886667,19675932,"allowing the description of periodic functions, and for allowing to approximate evolutions in the case of uncomputable properties. Then we give a modified version of the monotonic evolution algorithm =-=[28]-=- based on a more precise representation of the evolution functions using the envelope chains of recurrences. 13sChapter 3 Chains of recurrences Chains of recurrences (chrecs) were firstly proposed for",UNK_UNK
16659793,15554720,"g max mean cuts), so here we develop a strongly polynomial algorithm to do so, called the Parametric Maximum Mean Cut (PMMC) algorithm. (However, subsequent to our paper Iwano, et al. [18] and Radzik =-=[30]-=- produced other algorithms for computing maximum mean cuts.) The heart of this paper is the presentation and analysis of PMMC. There are three reasons to be interested in computing maximum mean cuts. ",UNK_UNK
14212472,13250003,"tion, are either subject to exploitation by other agents, or are needlessly pessimistic. To compare the algorithms, it is useful to have a standard of comparison. In related work, Bowling and Veloso (=-=Bowling & Veloso, 2000-=-) state that a good learning algorithm should reach a Nash equilibrium in self-play and should find a best-response against inferior opponents. We flip these desiderata to identify two properties that",UNK_UNK
3571704,3464653,"constraints [27]. Another area where there has been considerable research is that of solution methods using integer programming. Some of the most promising results use the method of column generation =-=[22, 23]-=-. These approaches, however, are not computationalty efficient, and therefore are limited in practice to small instances of the problem. The CALMA project (Combinatorial ALgorithms for Military Applic",UNK_UNK
2181093,2061520,"a TABU list and greedy hill climbing. Pesant & Gendreau [27] apply systematic branch-and-bound search to eciently explore local search neighbourhoods for scheduling and vehicle routing problems. Shaw =-=[36]-=- describes a vehicle routing algorithm that uses systematic search to test the legality of local search moves. Each of these algorithms permits constraint violation, implying (in the view of this auth",UNK_UNK
25151718,24256770," be related to an invariant subspace of A [87]. This connection admits the application of structured perturbation results to obtain factor-wise perturbation results for the product eigenvalue problem =-=[11, 35, 81, 86]-=-. Copyright line will be provided by the publishersgamm header will be provided by the publisher 13 The essential key to develop numerically stable algorithms for solving a product eigenvalue problem ",UNK_UNK
123161753,138617303,"varioussevolutionary based optimizations to solve optimizationsproblems with linear or nonlinear constraints in sciencesresearching and engineering projects [5]. For example,sgenetic algorithms (GAs) =-=[6]-=[8], particle swarmsoptimization (PSO) [9]",UNK_UNK
58180577,58901746,"g algorithm (MSBE) [15], which is the first polynomial time bi-clustering algorithm that finds optimal solutions under certain constraints. Then, we compare to the iterative signature algorithm (ISA) =-=[11]-=-, which is based on a bi-cluster quality evaluation scheme that uses gene and condition signatures. One advantage of this method is that it can handle incomplete data by imputing a randomized ISA in l",UNK_UNK
